LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-12-23 20:49:22,1900-01-00 00:00:00,,78:44:76:A8:28:9C,-74, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,00:4E:35:10:7B:02,-69, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,00:E0:4C:99:64:E4,-54, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,B4:A2:5C:45:CC:50,-60, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,EE:0C:3F:44:48:C1,-34, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,12:01:C1:12:68:F2,-87,,0.000000,0.000000,0.000,0.000,Client
2025-12-23 20:49:22,1900-01-00 00:00:00,,C8:08:73:13:C7:D8,-63, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-88, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,80:9D:65:4D:85:42,-90,,0.000000,0.000000,0.000,0.000,Client
2025-12-23 20:49:22,1900-01-00 00:00:00,,6A:69:92:A1:CA:A5,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,46:B2:33:03:19:6F,-30,,0.000000,0.000000,0.000,0.000,Client
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-87, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-71, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-88, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,96:77:B1:76:B2:5C,-89, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-71, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,BC:E6:7C:54:11:00,-70, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-74, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,DA:D6:00:30:5D:DF,-70, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-75, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-71, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-71, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-74, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-71, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,UTE WIFI,B4:A2:5C:45:CC:50,-66, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-73, OPN,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,,3A:CA:84:37:D3:BD,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-12-23 20:49:22,1900-01-00 00:00:00,#SPKT Free Miawifi,C8:08:73:13:C7:D8,-72, OPN,0.000000,0.000000,0.000,0.000,AP
